501;50;
502;50;
503;50;
504;50;
505;50;
506;50;
507;50;
508;50;
509;50;
510;51;
511;51;
512;51;
513;51;
514;51;
515;51;
516;51;
517;51;
518;51;
519;51;
520;51;
521;51;
522;51;
523;51;
524;51;
525;51;
526;51;
527;51;
528;51;
529;51;
530;51;
531;51;
532;51;
533;51;
534;51;
535;51;
536;51;
537;51;
538;51;
539;51;
540;51;
541;51;
542;51;
543;51;
544;51;
545;51;
546;51;
547;51;
548;51;
549;51;
550;51;
551;51;
552;51;
553;51;
554;51;
555;51;
556;51;
557;51;
558;51;
559;51;
560;51;
561;51;
562;51;
563;51;
564;51;
565;51;
566;51;
567;51;
568;51;
569;51;
570;51;
571;51;
572;51;
573;51;
574;51;
575;51;
576;51;
577;51;
578;51;
579;51;
580;51;
581;51;
582;51;
583;51;
584;51;
585;51;
586;52;
587;52;
588;52;
589;52;
590;53;
591;53;
592;53;
593;53;
594;53;
595;53;
596;53;
597;53;
598;53;
599;53;
600;53;
601;53;
602;54;
603;54;
604;54;
605;54;
606;54;
607;54;
608;54;
609;54;
610;54;
611;54;
612;54;
613;54;
614;54;
615;54;
616;54;
617;54;
618;54;
619;55;
620;55;
621;55;
622;55;
623;56;
624;56;
625;56;
626;56;
627;56;
628;57;
629;57;
630;57;
631;57;
632;57;
633;57;
634;58;
635;58;
636;58;
637;58;
638;59;
639;59;
640;60;
641;60;
642;60;
643;60;
644;60;
645;61;
646;61;
647;61;
648;61;
649;62;
650;62;
651;63;
652;65;
653;65;
654;65;
655;65;
656;65;
657;65;
658;65;
659;65;
660;65;
661;65;
662;65;
663;65;
664;65;
665;65;
666;65;
667;65;
668;65;
669;65;
670;65;
671;65;
672;65;
673;65;
674;65;
675;65;
676;65;
677;65;
678;65;
679;65;
680;65;
681;65;
682;65;
683;65;
684;65;
685;65;
686;65;
687;65;
688;65;
689;65;
690;65;
691;65;
692;65;
693;65;
694;65;
695;65;
696;65;
697;65;
698;65;
699;65;
700;65;
701;65;
702;65;
703;65;
704;65;
705;65;
706;65;
707;65;
708;65;
709;65;
710;65;
711;65;
712;65;
713;65;
714;65;
715;65;
716;65;
717;65;
718;65;
719;65;
720;65;
721;65;
722;65;
723;65;
724;65;
725;65;
726;65;
727;65;
728;65;
729;65;
730;65;
731;65;
732;65;
733;65;
734;65;
735;65;
736;64;
737;64;
738;66;
739;66;
